p,ford,fI,fII
100187041,2628,296,142
100187233,3570,447,148
100187473,2442,287,120
100187761,2550,279,146
100188097,3138,359,164
100188217,2610,317,118
100188289,2454,289,120
100188337,3534,422,167
100188481,2346,253,138
100188601,3342,395,162
100188793,3240,368,172
100188841,2634,294,145
100188889,3594,403,196
100189009,3276,387,159
100189057,2742,323,134
100189153,2664,310,134
100189249,2328,278,110
100189681,2130,269,86
100189849,2088,232,116
100190137,3750,452,173
100190281,2280,253,127
100190329,2592,305,127
100190449,3270,384,161
100190521,1902,207,110
100190569,2628,322,116
100190641,2868,362,116
100190953,2892,330,152
100191073,3300,363,187
100191121,2970,350,145
100191241,2946,352,139
100191409,3006,352,149
100191649,2712,291,161
100191673,3540,424,166
100191913,3000,364,136
100191937,3270,399,146
100191961,2430,286,119
100192153,2718,334,119
100192177,2802,350,117
100192249,3180,384,146
100192513,2994,369,130
100192753,2802,341,126
100192801,2418,271,132
100193017,2496,290,126
100193089,2760,317,143
100193377,2616,294,142
100193617,3618,435,168
100193689,2490,283,132
100193761,2742,329,128
100193809,2160,248,112
100193833,3378,383,180
100194097,3702,453,164
100194313,3090,363,152
100194337,2334,292,97
100194769,2742,324,133
100194793,3354,393,166
100194841,2538,299,124
100194937,3582,440,157
100195009,2634,295,144
100195177,4242,470,237
100195273,3078,367,146
100195321,2880,360,120
100195657,3012,341,161
100196281,2646,312,129
100196377,2682,313,134
100196401,2940,344,146
100196641,2808,318,150
100196857,4116,475,211
100197289,2592,322,110
100197313,3762,442,185
100197457,2910,346,139
100197529,3426,409,162
100197649,2802,319,148
100197841,2856,343,133
100198009,2532,306,116
100198081,2160,234,126
100198201,2472,302,110
100198633,3072,365,147
100198753,2802,327,140
100198801,2292,248,134
100198993,3600,432,168
100199041,3306,370,181
100199233,2616,326,110
100199257,3228,371,167
100199353,3582,419,178
100199689,3648,421,187
100199713,3126,361,160
100199857,2616,306,130
100199929,2400,270,130
